2026-03-14 18:23:30  INFO  === Security Monitor Started ===
2026-03-14 18:23:30  ERROR  check_failed_logins error: (1314, 'OpenEventLogW', 'A required privilege is not held by the client.')
2026-03-15 02:12:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:21  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:21  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:21  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:21  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:31  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:31  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:31  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:31  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:38  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:38  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:38  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:38  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:41  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:41  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:41  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:41  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:13:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:25  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:25  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:25  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:25  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:46  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:46  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:46  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:46  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:49  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:49  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:49  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:49  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:52  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:52  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:56  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:56  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:56  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:56  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:59  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:59  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:59  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:14:59  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:03  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:03  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:03  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:03  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:06  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:06  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:06  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:09  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:09  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:09  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:13  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:13  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:13  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:13  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:16  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:20  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:23  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:27  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:30  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:33  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:37  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:40  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:47  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:50  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:54  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:15:57  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:00  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:04  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:07  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:11  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:14  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:17  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:21  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:21  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:21  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:24  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:28  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:31  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:31  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:31  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:34  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:38  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:38  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:38  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:38  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:41  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:41  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:41  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:41  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:44  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:48  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:51  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:55  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:16:58  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:01  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:05  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:08  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:12  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:15  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:18  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:19  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:22  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:25  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:25  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:25  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:25  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:29  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:32  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:35  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:39  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:42  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:45  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:46  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:46  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:46  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:49  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:49  INFO  [DEBUG] PowerShell output: '1633713'
2026-03-15 02:17:49  INFO  [DEBUG] PowerShell output: '1633713'
